time, 0.00          ,   5.000000E-01,   1.000000E+00,   1.500000E+00,   2.000000E+00,   3.000000E+00,   4.000000E+00,   5.000000E+00,   7.000000E+00,   9.000000E+00,   1.100000E+01,   1.400000E+01,   1.700000E+01,   2.000000E+01,   2.500000E+01,   3.000000E+01,   3.500000E+01,   4.000000E+01,   5.000000E+01,   6.000000E+01
m_wood_in,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00
t,   5.000000E+02,   9.709298E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02
m[1],   2.000000E-01,  -4.278550E-02,   5.735216E-02,   1.240803E-01,   1.685456E-01,   2.176058E-01,   2.395642E-01,   2.493923E-01,   2.557240E-01,   2.570211E-01,   2.572868E-01,   2.573491E-01,   2.573547E-01,   2.573552E-01,   2.573553E-01,   2.573553E-01,   2.573553E-01,   2.573553E-01,   2.573553E-01,   2.573553E-01
m[2],   2.000000E-01,   3.857359E-01,   5.800487E-01,   7.095318E-01,   7.958147E-01,   8.910139E-01,   9.336232E-01,   9.526943E-01,   9.649806E-01,   9.674975E-01,   9.680131E-01,   9.681341E-01,   9.681449E-01,   9.681459E-01,   9.681460E-01,   9.681460E-01,   9.681460E-01,   9.681460E-01,   9.681460E-01,   9.681460E-01
m[3],   2.000000E-01,   4.154374E-01,   2.768327E-01,   1.844714E-01,   1.229252E-01,   5.501891E-02,   2.462538E-02,   1.102184E-02,   2.257906E-03,   4.625487E-04,   9.475652E-05,   8.482910E-06,   7.594175E-07,   6.798550E-08,  -1.653086E-10,   4.019525E-13,  -9.773585E-16,   2.376561E-18,  -1.039963E-19,   4.550789E-21
m[4],   2.000000E-01,   1.944389E-01,   1.295672E-01,   8.633893E-02,   5.753319E-02,   2.575073E-02,   1.152552E-02,   5.158598E-03,   1.056777E-03,   2.164886E-04,   4.434929E-05,   3.970291E-06,   3.554333E-07,   3.181954E-08,  -7.737008E-11,   1.881275E-13,  -4.574372E-16,   1.112312E-18,  -4.867381E-20,   2.129925E-21
m[5],   2.000000E-01,   2.726745E-01,   1.817006E-01,   1.210788E-01,   8.068259E-02,   3.611195E-02,   1.616300E-02,   7.234243E-03,   1.481988E-03,   3.035963E-04,   6.219394E-05,   5.567802E-06,   4.984476E-07,   4.462264E-08,  -1.085012E-10,   2.638236E-13,  -6.414944E-16,   1.559868E-18,  -6.825851E-20,   2.986934E-21
m[6],   2.000000E-01,   1.992092E+00,   3.992092E+00,   5.992092E+00,   7.992092E+00,   1.199209E+01,   1.599209E+01,   1.999209E+01,   2.799209E+01,   3.599209E+01,   4.399209E+01,   5.599209E+01,   6.799209E+01,   7.999209E+01,   9.999209E+01,   1.199921E+02,   1.399921E+02,   1.599921E+02,   1.999921E+02,   2.399921E+02
e, 0.00          ,   1.711410E+05,   3.424019E+05,   5.134291E+05,   6.843007E+05,   1.025765E+06,   1.367040E+06,   1.708230E+06,   2.390516E+06,   3.072768E+06,   3.755012E+06,   4.778376E+06,   5.801740E+06,   6.825103E+06,   8.530709E+06,   1.023631E+07,   1.194192E+07,   1.364753E+07,   1.705874E+07,   2.046995E+07
